
TEST CASES
case	firstName	lastName	email	gender	mobileNumber	dateOfBirth	hobbiesSports	hobbiesReading	hobbiesMusic	fileType	location	address	pairings
1	Lewies Thor	Thor	lewiesthor@gmail.com	M	91239123	17061995	TRUE	TRUE	TRUE	txt	WEST	test address blk 1 #01-01	66
2	empty	empty	lewiesthor	F	91239123	17062050	FALSE	FALSE	FALSE	img	EAST	91239123	66
3	1234	4321	lewiesthor	empty	9123912	17061850	TRUE	FALSE	TRUE	pdf	WEST	!@#$!@#$	62
4	!@#$	$#@!	lewiesthor@gmail.com	M	9123912	19950617	FALSE	TRUE	FALSE	empty	EAST	empty	60
5	empty	4321	lewiesthor@gmail	F	912391234	17061995	TRUE	TRUE	FALSE	empty	SOUTH	test address blk 1 #01-01	53
6	Lewies Thor	$#@!	@gmail.com	empty	912391234	17062050	FALSE	TRUE	TRUE	pdf	NORTH	91239123	53
7	!@#$	Thor	@gmail.com	M	text	17061850	FALSE	FALSE	FALSE	img	SOUTH	!@#$!@#$	49
8	1234	empty	lewiesthor@gmail	F	text	19950617	TRUE	FALSE	TRUE	txt	NORTH	empty	49
9	1234	$#@!	empty	empty	!@#$	empty	TRUE	TRUE	FALSE	img	CENTRAL	test address blk 1 #01-01	52
10	!@#$	empty	empty	M	!@#$	17061995	FALSE	FALSE	TRUE	pdf	empty	91239123	43
11	Lewies Thor	empty	lewiesthor@gmail.com	F	empty	empty	FALSE	FALSE	TRUE	empty	CENTRAL	!@#$!@#$	44
12	1234	Thor	lewiesthor	empty	empty	17062050	FALSE	TRUE	FALSE	txt	empty	test address blk 1 #01-01	34
13	!@#$	4321	lewiesthor@gmail	M	912391234	17062050	FALSE	FALSE	TRUE	img	WEST	empty	28
14	empty	$#@!	@gmail.com	empty	text	17061995	TRUE	TRUE	TRUE	pdf	EAST	!@#$!@#$	27
15	empty	Thor	@gmail.com	F	empty	19950617	TRUE	~FALSE	FALSE	pdf	WEST	empty	26
16	Lewies Thor	$#@!	empty	F	91239123	17061850	~FALSE	TRUE	FALSE	txt	SOUTH	empty	25
17	!@#$	4321	lewiesthor@gmail.com	empty	91239123	empty	TRUE	~FALSE	FALSE	empty	NORTH	91239123	24
18	Lewies Thor	empty	lewiesthor	M	9123912	empty	~TRUE	TRUE	TRUE	pdf	SOUTH	test address blk 1 #01-01	18
19	empty	Thor	lewiesthor@gmail	F	9123912	17061850	TRUE	~TRUE	~TRUE	empty	empty	91239123	20
20	Lewies Thor	4321	lewiesthor@gmail	empty	!@#$	19950617	~FALSE	~TRUE	~FALSE	img	NORTH	!@#$!@#$	18
21	1234	Thor	empty	M	!@#$	17062050	TRUE	FALSE	~TRUE	empty	EAST	test address blk 1 #01-01	16
22	!@#$	$#@!	lewiesthor	M	empty	17061995	~TRUE	FALSE	~TRUE	txt	CENTRAL	empty	17
23	empty	empty	@gmail.com	M	912391234	empty	~FALSE	~TRUE	~FALSE	txt	CENTRAL	!@#$!@#$	15
24	1234	4321	lewiesthor@gmail.com	empty	text	empty	~FALSE	~TRUE	~FALSE	img	empty	empty	13
25	!@#$	empty	@gmail.com	F	!@#$	17061850	~FALSE	~TRUE	~FALSE	txt	WEST	test address blk 1 #01-01	11
26	1234	4321	@gmail.com	~M	91239123	19950617	~TRUE	~FALSE	~TRUE	txt	empty	91239123	12
27	empty	4321	empty	M	empty	17061995	~FALSE	~FALSE	~TRUE	img	NORTH	test address blk 1 #01-01	12
28	Lewies Thor	empty	empty	empty	text	17062050	~TRUE	~FALSE	~FALSE	empty	WEST	!@#$!@#$	10
29	1234	Thor	lewiesthor@gmail.com	~F	912391234	17061850	~TRUE	~FALSE	~FALSE	pdf	EAST	~91239123	8
30	1234	$#@!	lewiesthor@gmail	~F	9123912	17061995	~FALSE	~FALSE	~FALSE	pdf	CENTRAL	91239123	8
31	empty	~$#@!	lewiesthor@gmail.com	empty	empty	19950617	~TRUE	~TRUE	~TRUE	~img	SOUTH	91239123	7
32	Lewies Thor	Thor	lewiesthor@gmail	~empty	91239123	empty	~FALSE	~FALSE	~TRUE	txt	EAST	!@#$!@#$	8
33	~!@#$	Thor	lewiesthor	~F	9123912	19950617	~FALSE	~TRUE	~TRUE	empty	NORTH	test address blk 1 #01-01	6
34	empty	~empty	lewiesthor@gmail.com	~empty	!@#$	17062050	~TRUE	~FALSE	~FALSE	~txt	SOUTH	empty	6
35	Lewies Thor	$#@!	empty	~F	912391234	19950617	~TRUE	~TRUE	~FALSE	~img	empty	!@#$!@#$	7
36	~Lewies Thor	4321	lewiesthor	~M	text	17061850	~FALSE	~TRUE	~TRUE	~empty	CENTRAL	91239123	5
37	~1234	$#@!	@gmail.com	~empty	9123912	empty	~FALSE	~FALSE	~FALSE	empty	WEST	91239123	5
38	~!@#$	4321	lewiesthor@gmail	~empty	empty	17061850	~TRUE	~TRUE	~FALSE	~pdf	EAST	~test address blk 1 #01-01	4
39	~!@#$	Thor	empty	~empty	9123912	17062050	~TRUE	~TRUE	~TRUE	img	CENTRAL	~empty	5
40	~1234	~empty	~@gmail.com	~M	91239123	19950617	~FALSE	~FALSE	~TRUE	pdf	CENTRAL	~test address blk 1 #01-01	3
41	~empty	~$#@!	lewiesthor	~M	912391234	17061850	~TRUE	~FALSE	~FALSE	~txt	NORTH	~empty	2
42	1234	~4321	lewiesthor	~F	!@#$	~17061995	~FALSE	~TRUE	~TRUE	~empty	SOUTH	~!@#$!@#$	2
43	~empty	~$#@!	~empty	~F	text	~empty	~FALSE	~FALSE	~TRUE	~pdf	~WEST	test address blk 1 #01-01	1
44	~Lewies Thor	~4321	~@gmail.com	~empty	9123912	~17061995	~TRUE	~TRUE	~FALSE	txt	~SOUTH	~empty	1

PAIRING DETAILS
var1	var2	value1	value2	appearances	cases
location	firstName	SOUTH	1234	1	42
location	firstName	SOUTH	!@#$	1	7
location	firstName	NORTH	Lewies Thor	2	6, 20
location	firstName	NORTH	empty	2	27, 41
location	firstName	NORTH	1234	1	8
location	firstName	NORTH	!@#$	2	17, 33
location	firstName	CENTRAL	Lewies Thor	2	11, 36
location	firstName	CENTRAL	empty	1	23
location	firstName	CENTRAL	1234	3	9, 30, 40
location	firstName	CENTRAL	!@#$	2	22, 39
location	firstName	empty	Lewies Thor	1	35
location	firstName	empty	empty	1	19
location	firstName	empty	1234	3	12, 24, 26
location	firstName	empty	!@#$	1	10
location	lastName	WEST	Thor	2	1, 15
location	lastName	WEST	empty	2	25, 28
location	lastName	WEST	4321	2	3, 13
location	lastName	WEST	$#@!	2	37, 43
location	lastName	EAST	Thor	3	21, 29, 32
location	lastName	EAST	empty	1	2
location	lastName	EAST	4321	1	38
location	lastName	EAST	$#@!	2	4, 14
location	lastName	SOUTH	Thor	1	7
location	lastName	SOUTH	empty	2	18, 34
location	lastName	SOUTH	4321	3	5, 42, 44
location	lastName	SOUTH	$#@!	2	16, 31
location	lastName	NORTH	Thor	1	33
location	lastName	NORTH	empty	1	8
location	lastName	NORTH	4321	3	17, 20, 27
location	lastName	NORTH	$#@!	2	6, 41
location	lastName	CENTRAL	Thor	1	39
location	lastName	CENTRAL	empty	3	11, 23, 40
location	lastName	CENTRAL	4321	1	36
location	lastName	CENTRAL	$#@!	3	9, 22, 30
location	lastName	empty	Thor	2	12, 19
location	lastName	empty	empty	1	10
location	lastName	empty	4321	2	24, 26
location	lastName	empty	$#@!	1	35
location	fileType	WEST	txt	2	1, 25
location	fileType	WEST	img	1	13
location	fileType	WEST	pdf	3	3, 15, 43
location	fileType	WEST	empty	2	28, 37
location	fileType	EAST	txt	1	32
location	fileType	EAST	img	1	2
location	fileType	EAST	pdf	3	14, 29, 38
location	fileType	EAST	empty	2	4, 21
location	fileType	SOUTH	txt	3	16, 34, 44
location	fileType	SOUTH	img	2	7, 31
location	fileType	SOUTH	pdf	1	18
location	fileType	SOUTH	empty	2	5, 42
location	fileType	NORTH	txt	2	8, 41
location	fileType	NORTH	img	2	20, 27
location	fileType	NORTH	pdf	1	6
location	fileType	NORTH	empty	2	17, 33
location	fileType	CENTRAL	txt	2	22, 23
location	fileType	CENTRAL	img	2	9, 39
location	fileType	CENTRAL	pdf	2	30, 40
location	fileType	CENTRAL	empty	2	11, 36
location	fileType	empty	txt	2	12, 26
location	fileType	empty	img	2	24, 35
location	fileType	empty	pdf	1	10
location	fileType	empty	empty	1	19
location	address	WEST	test address blk 1 #01-01	3	1, 25, 43
location	address	WEST	91239123	1	37
location	address	WEST	!@#$!@#$	2	3, 28
location	address	WEST	empty	2	13, 15
location	address	EAST	test address blk 1 #01-01	2	21, 38
location	address	EAST	91239123	2	2, 29
location	address	EAST	!@#$!@#$	2	14, 32
location	address	EAST	empty	1	4
location	address	SOUTH	test address blk 1 #01-01	2	5, 18
location	address	SOUTH	91239123	1	31
location	address	SOUTH	!@#$!@#$	2	7, 42
location	address	SOUTH	empty	3	16, 34, 44
location	address	NORTH	test address blk 1 #01-01	2	27, 33
location	address	NORTH	91239123	2	6, 17
location	address	NORTH	!@#$!@#$	1	20
location	address	NORTH	empty	2	8, 41
location	address	CENTRAL	test address blk 1 #01-01	2	9, 40
location	address	CENTRAL	91239123	2	30, 36
location	address	CENTRAL	!@#$!@#$	2	11, 23
location	address	CENTRAL	empty	2	22, 39
location	address	empty	test address blk 1 #01-01	1	12
location	address	empty	91239123	3	10, 19, 26
location	address	empty	!@#$!@#$	1	35
location	address	empty	empty	1	24
location	gender	WEST	M	2	1, 13
location	gender	WEST	F	3	15, 25, 43
location	gender	WEST	empty	3	3, 28, 37
location	gender	EAST	M	2	4, 21
location	gender	EAST	F	2	2, 29
location	gender	EAST	empty	3	14, 32, 38
location	gender	SOUTH	M	2	7, 18
location	gender	SOUTH	F	3	5, 16, 42
location	gender	SOUTH	empty	3	31, 34, 44
location	gender	NORTH	M	2	27, 41
location	gender	NORTH	F	2	8, 33
location	gender	NORTH	empty	3	6, 17, 20
location	gender	CENTRAL	M	4	22, 23, 36, 40
location	gender	CENTRAL	F	2	11, 30
location	gender	CENTRAL	empty	2	9, 39
location	gender	empty	M	2	10, 26
location	gender	empty	F	2	19, 35
location	gender	empty	empty	2	12, 24
location	hobbiesSports	WEST	TRUE	4	1, 3, 15, 28
location	hobbiesSports	WEST	FALSE	4	13, 25, 37, 43
location	hobbiesSports	EAST	TRUE	4	14, 21, 29, 38
location	hobbiesSports	EAST	FALSE	3	2, 4, 32
location	hobbiesSports	SOUTH	TRUE	5	5, 18, 31, 34, 44
location	hobbiesSports	SOUTH	FALSE	3	7, 16, 42
location	hobbiesSports	NORTH	TRUE	3	8, 17, 41
location	hobbiesSports	NORTH	FALSE	4	6, 20, 27, 33
location	hobbiesSports	CENTRAL	TRUE	3	9, 22, 39
location	hobbiesSports	CENTRAL	FALSE	5	11, 23, 30, 36, 40
location	hobbiesSports	empty	TRUE	3	19, 26, 35
location	hobbiesSports	empty	FALSE	3	10, 12, 24
location	hobbiesReading	WEST	TRUE	2	1, 25
location	hobbiesReading	WEST	FALSE	6	3, 13, 15, 28, 37, 43
location	hobbiesReading	EAST	TRUE	3	4, 14, 38
location	hobbiesReading	EAST	FALSE	4	2, 21, 29, 32
location	hobbiesReading	SOUTH	TRUE	6	5, 16, 18, 31, 42, 44
location	hobbiesReading	SOUTH	FALSE	2	7, 34
location	hobbiesReading	NORTH	TRUE	3	6, 20, 33
location	hobbiesReading	NORTH	FALSE	4	8, 17, 27, 41
location	hobbiesReading	CENTRAL	TRUE	4	9, 23, 36, 39
location	hobbiesReading	CENTRAL	FALSE	4	11, 22, 30, 40
location	hobbiesReading	empty	TRUE	4	12, 19, 24, 35
location	hobbiesReading	empty	FALSE	2	10, 26
location	hobbiesMusic	WEST	TRUE	4	1, 3, 13, 43
location	hobbiesMusic	WEST	FALSE	4	15, 25, 28, 37
location	hobbiesMusic	EAST	TRUE	3	14, 21, 32
location	hobbiesMusic	EAST	FALSE	4	2, 4, 29, 38
location	hobbiesMusic	SOUTH	TRUE	3	18, 31, 42
location	hobbiesMusic	SOUTH	FALSE	5	5, 7, 16, 34, 44
location	hobbiesMusic	NORTH	TRUE	4	6, 8, 27, 33
location	hobbiesMusic	NORTH	FALSE	3	17, 20, 41
location	hobbiesMusic	CENTRAL	TRUE	5	11, 22, 36, 39, 40
location	hobbiesMusic	CENTRAL	FALSE	3	9, 23, 30
location	hobbiesMusic	empty	TRUE	3	10, 19, 26
location	hobbiesMusic	empty	FALSE	3	12, 24, 35
email	dateOfBirth	lewiesthor@gmail.com	17061995	1	1
email	dateOfBirth	lewiesthor@gmail.com	17062050	1	34
email	dateOfBirth	lewiesthor@gmail.com	17061850	1	29
email	dateOfBirth	lewiesthor@gmail.com	19950617	2	4, 31
email	dateOfBirth	lewiesthor@gmail.com	empty	3	11, 17, 24
email	dateOfBirth	lewiesthor	17061995	2	22, 42
email	dateOfBirth	lewiesthor	17062050	2	2, 12
email	dateOfBirth	lewiesthor	17061850	3	3, 36, 41
email	dateOfBirth	lewiesthor	19950617	1	33
email	dateOfBirth	lewiesthor	empty	1	18
email	dateOfBirth	lewiesthor@gmail	17061995	2	5, 30
email	dateOfBirth	lewiesthor@gmail	17062050	1	13
email	dateOfBirth	lewiesthor@gmail	17061850	2	19, 38
email	dateOfBirth	lewiesthor@gmail	19950617	2	8, 20
email	dateOfBirth	lewiesthor@gmail	empty	1	32
email	dateOfBirth	@gmail.com	17061995	2	14, 44
email	dateOfBirth	@gmail.com	17062050	1	6
email	dateOfBirth	@gmail.com	17061850	2	7, 25
email	dateOfBirth	@gmail.com	19950617	3	15, 26, 40
email	dateOfBirth	@gmail.com	empty	2	23, 37
email	dateOfBirth	empty	17061995	2	10, 27
email	dateOfBirth	empty	17062050	3	21, 28, 39
email	dateOfBirth	empty	17061850	1	16
email	dateOfBirth	empty	19950617	1	35
email	dateOfBirth	empty	empty	2	9, 43
email	firstName	lewiesthor@gmail.com	Lewies Thor	2	1, 11
email	firstName	lewiesthor@gmail.com	empty	2	31, 34
email	firstName	lewiesthor@gmail.com	1234	2	24, 29
email	firstName	lewiesthor@gmail.com	!@#$	2	4, 17
email	firstName	lewiesthor	Lewies Thor	2	18, 36
email	firstName	lewiesthor	empty	2	2, 41
email	firstName	lewiesthor	1234	3	3, 12, 42
email	firstName	lewiesthor	!@#$	2	22, 33
email	firstName	lewiesthor@gmail	Lewies Thor	2	20, 32
email	firstName	lewiesthor@gmail	empty	2	5, 19
email	firstName	lewiesthor@gmail	1234	2	8, 30
email	firstName	lewiesthor@gmail	!@#$	2	13, 38
email	firstName	@gmail.com	Lewies Thor	2	6, 44
email	firstName	@gmail.com	empty	3	14, 15, 23
email	firstName	@gmail.com	1234	3	26, 37, 40
email	firstName	@gmail.com	!@#$	2	7, 25
email	firstName	empty	Lewies Thor	3	16, 28, 35
email	firstName	empty	empty	2	27, 43
email	firstName	empty	1234	2	9, 21
email	firstName	empty	!@#$	2	10, 39
email	lastName	lewiesthor@gmail.com	Thor	2	1, 29
email	lastName	lewiesthor@gmail.com	empty	2	11, 34
email	lastName	lewiesthor@gmail.com	4321	2	17, 24
email	lastName	lewiesthor@gmail.com	$#@!	2	4, 31
email	lastName	lewiesthor	Thor	2	12, 33
email	lastName	lewiesthor	empty	2	2, 18
email	lastName	lewiesthor	4321	3	3, 36, 42
email	lastName	lewiesthor	$#@!	2	22, 41
email	lastName	lewiesthor@gmail	Thor	2	19, 32
email	lastName	lewiesthor@gmail	empty	1	8
email	lastName	lewiesthor@gmail	4321	4	5, 13, 20, 38
email	lastName	lewiesthor@gmail	$#@!	1	30
email	lastName	@gmail.com	Thor	2	7, 15
email	lastName	@gmail.com	empty	3	23, 25, 40
email	lastName	@gmail.com	4321	2	26, 44
email	lastName	@gmail.com	$#@!	3	6, 14, 37
email	lastName	empty	Thor	2	21, 39
email	lastName	empty	empty	2	10, 28
email	lastName	empty	4321	1	27
email	lastName	empty	$#@!	4	9, 16, 35, 43
email	fileType	lewiesthor@gmail.com	txt	2	1, 34
email	fileType	lewiesthor@gmail.com	img	2	24, 31
email	fileType	lewiesthor@gmail.com	pdf	1	29
email	fileType	lewiesthor@gmail.com	empty	3	4, 11, 17
email	fileType	lewiesthor	txt	3	12, 22, 41
email	fileType	lewiesthor	img	1	2
email	fileType	lewiesthor	pdf	2	3, 18
email	fileType	lewiesthor	empty	3	33, 36, 42
email	fileType	lewiesthor@gmail	txt	2	8, 32
email	fileType	lewiesthor@gmail	img	2	13, 20
email	fileType	lewiesthor@gmail	pdf	2	30, 38
email	fileType	lewiesthor@gmail	empty	2	5, 19
email	fileType	@gmail.com	txt	4	23, 25, 26, 44
email	fileType	@gmail.com	img	1	7
email	fileType	@gmail.com	pdf	4	6, 14, 15, 40
email	fileType	@gmail.com	empty	1	37
email	fileType	empty	txt	1	16
email	fileType	empty	img	4	9, 27, 35, 39
email	fileType	empty	pdf	2	10, 43
email	fileType	empty	empty	2	21, 28
email	address	lewiesthor@gmail.com	test address blk 1 #01-01	1	1
email	address	lewiesthor@gmail.com	91239123	3	17, 29, 31
email	address	lewiesthor@gmail.com	!@#$!@#$	1	11
email	address	lewiesthor@gmail.com	empty	3	4, 24, 34
email	address	lewiesthor	test address blk 1 #01-01	3	12, 18, 33
email	address	lewiesthor	91239123	2	2, 36
email	address	lewiesthor	!@#$!@#$	2	3, 42
email	address	lewiesthor	empty	2	22, 41
email	address	lewiesthor@gmail	test address blk 1 #01-01	2	5, 38
email	address	lewiesthor@gmail	91239123	2	19, 30
email	address	lewiesthor@gmail	!@#$!@#$	2	20, 32
email	address	lewiesthor@gmail	empty	2	8, 13
email	address	@gmail.com	test address blk 1 #01-01	2	25, 40
email	address	@gmail.com	91239123	3	6, 26, 37
email	address	@gmail.com	!@#$!@#$	3	7, 14, 23
email	address	@gmail.com	empty	2	15, 44
email	address	empty	test address blk 1 #01-01	4	9, 21, 27, 43
email	address	empty	91239123	1	10
email	address	empty	!@#$!@#$	2	28, 35
email	address	empty	empty	2	16, 39
email	gender	lewiesthor@gmail.com	M	2	1, 4
email	gender	lewiesthor@gmail.com	F	2	11, 29
email	gender	lewiesthor@gmail.com	empty	4	17, 24, 31, 34
email	gender	lewiesthor	M	4	18, 22, 36, 41
email	gender	lewiesthor	F	3	2, 33, 42
email	gender	lewiesthor	empty	2	3, 12
email	gender	lewiesthor@gmail	M	1	13
email	gender	lewiesthor@gmail	F	4	5, 8, 19, 30
email	gender	lewiesthor@gmail	empty	3	20, 32, 38
email	gender	@gmail.com	M	4	7, 23, 26, 40
email	gender	@gmail.com	F	2	15, 25
email	gender	@gmail.com	empty	4	6, 14, 37, 44
email	gender	empty	M	3	10, 21, 27
email	gender	empty	F	3	16, 35, 43
email	gender	empty	empty	3	9, 28, 39
email	hobbiesSports	lewiesthor@gmail.com	TRUE	5	1, 17, 29, 31, 34
email	hobbiesSports	lewiesthor@gmail.com	FALSE	3	4, 11, 24
email	hobbiesSports	lewiesthor	TRUE	4	3, 18, 22, 41
email	hobbiesSports	lewiesthor	FALSE	5	2, 12, 33, 36, 42
email	hobbiesSports	lewiesthor@gmail	TRUE	4	5, 8, 19, 38
email	hobbiesSports	lewiesthor@gmail	FALSE	4	13, 20, 30, 32
email	hobbiesSports	@gmail.com	TRUE	4	14, 15, 26, 44
email	hobbiesSports	@gmail.com	FALSE	6	6, 7, 23, 25, 37, 40
email	hobbiesSports	empty	TRUE	5	9, 21, 28, 35, 39
email	hobbiesSports	empty	FALSE	4	10, 16, 27, 43
email	hobbiesReading	lewiesthor@gmail.com	TRUE	4	1, 4, 24, 31
email	hobbiesReading	lewiesthor@gmail.com	FALSE	4	11, 17, 29, 34
email	hobbiesReading	lewiesthor	TRUE	5	12, 18, 33, 36, 42
email	hobbiesReading	lewiesthor	FALSE	4	2, 3, 22, 41
email	hobbiesReading	lewiesthor@gmail	TRUE	4	5, 19, 20, 38
email	hobbiesReading	lewiesthor@gmail	FALSE	4	8, 13, 30, 32
email	hobbiesReading	@gmail.com	TRUE	5	6, 14, 23, 25, 44
email	hobbiesReading	@gmail.com	FALSE	5	7, 15, 26, 37, 40
email	hobbiesReading	empty	TRUE	4	9, 16, 35, 39
email	hobbiesReading	empty	FALSE	5	10, 21, 27, 28, 43
email	hobbiesMusic	lewiesthor@gmail.com	TRUE	3	1, 11, 31
email	hobbiesMusic	lewiesthor@gmail.com	FALSE	5	4, 17, 24, 29, 34
email	hobbiesMusic	lewiesthor	TRUE	6	3, 18, 22, 33, 36, 42
email	hobbiesMusic	lewiesthor	FALSE	3	2, 12, 41
email	hobbiesMusic	lewiesthor@gmail	TRUE	4	8, 13, 19, 32
email	hobbiesMusic	lewiesthor@gmail	FALSE	4	5, 20, 30, 38
email	hobbiesMusic	@gmail.com	TRUE	4	6, 14, 26, 40
email	hobbiesMusic	@gmail.com	FALSE	6	7, 15, 23, 25, 37, 44
email	hobbiesMusic	empty	TRUE	5	10, 21, 27, 39, 43
email	hobbiesMusic	empty	FALSE	4	9, 16, 28, 35
dateOfBirth	firstName	17061995	Lewies Thor	2	1, 44
dateOfBirth	firstName	17061995	empty	3	5, 14, 27
dateOfBirth	firstName	17061995	1234	2	30, 42
dateOfBirth	firstName	17061995	!@#$	2	10, 22
dateOfBirth	firstName	17062050	Lewies Thor	2	6, 28
dateOfBirth	firstName	17062050	empty	2	2, 34
dateOfBirth	firstName	17062050	1234	2	12, 21
dateOfBirth	firstName	17062050	!@#$	2	13, 39
dateOfBirth	firstName	17061850	Lewies Thor	2	16, 36
dateOfBirth	firstName	17061850	empty	2	19, 41
dateOfBirth	firstName	17061850	1234	2	3, 29
dateOfBirth	firstName	17061850	!@#$	3	7, 25, 38
dateOfBirth	firstName	19950617	Lewies Thor	2	20, 35
dateOfBirth	firstName	19950617	empty	2	15, 31
dateOfBirth	firstName	19950617	1234	3	8, 26, 40
dateOfBirth	firstName	19950617	!@#$	2	4, 33
dateOfBirth	firstName	empty	Lewies Thor	3	11, 18, 32
dateOfBirth	firstName	empty	empty	2	23, 43
dateOfBirth	firstName	empty	1234	3	9, 24, 37
dateOfBirth	firstName	empty	!@#$	1	17
dateOfBirth	lastName	17061995	Thor	1	1
dateOfBirth	lastName	17061995	empty	1	10
dateOfBirth	lastName	17061995	4321	4	5, 27, 42, 44
dateOfBirth	lastName	17061995	$#@!	3	14, 22, 30
dateOfBirth	lastName	17062050	Thor	3	12, 21, 39
dateOfBirth	lastName	17062050	empty	3	2, 28, 34
dateOfBirth	lastName	17062050	4321	1	13
dateOfBirth	lastName	17062050	$#@!	1	6
dateOfBirth	lastName	17061850	Thor	3	7, 19, 29
dateOfBirth	lastName	17061850	empty	1	25
dateOfBirth	lastName	17061850	4321	3	3, 36, 38
dateOfBirth	lastName	17061850	$#@!	2	16, 41
dateOfBirth	lastName	19950617	Thor	2	15, 33
dateOfBirth	lastName	19950617	empty	2	8, 40
dateOfBirth	lastName	19950617	4321	2	20, 26
dateOfBirth	lastName	19950617	$#@!	3	4, 31, 35
dateOfBirth	lastName	empty	Thor	1	32
dateOfBirth	lastName	empty	empty	3	11, 18, 23
dateOfBirth	lastName	empty	4321	2	17, 24
dateOfBirth	lastName	empty	$#@!	3	9, 37, 43
dateOfBirth	fileType	17061995	txt	3	1, 22, 44
dateOfBirth	fileType	17061995	img	1	27
dateOfBirth	fileType	17061995	pdf	3	10, 14, 30
dateOfBirth	fileType	17061995	empty	2	5, 42
dateOfBirth	fileType	17062050	txt	2	12, 34
dateOfBirth	fileType	17062050	img	3	2, 13, 39
dateOfBirth	fileType	17062050	pdf	1	6
dateOfBirth	fileType	17062050	empty	2	21, 28
dateOfBirth	fileType	17061850	txt	3	16, 25, 41
dateOfBirth	fileType	17061850	img	1	7
dateOfBirth	fileType	17061850	pdf	3	3, 29, 38
dateOfBirth	fileType	17061850	empty	2	19, 36
dateOfBirth	fileType	19950617	txt	2	8, 26
dateOfBirth	fileType	19950617	img	3	20, 31, 35
dateOfBirth	fileType	19950617	pdf	2	15, 40
dateOfBirth	fileType	19950617	empty	2	4, 33
dateOfBirth	fileType	empty	txt	2	23, 32
dateOfBirth	fileType	empty	img	2	9, 24
dateOfBirth	fileType	empty	pdf	2	18, 43
dateOfBirth	fileType	empty	empty	3	11, 17, 37
dateOfBirth	address	17061995	test address blk 1 #01-01	3	1, 5, 27
dateOfBirth	address	17061995	91239123	2	10, 30
dateOfBirth	address	17061995	!@#$!@#$	2	14, 42
dateOfBirth	address	17061995	empty	2	22, 44
dateOfBirth	address	17062050	test address blk 1 #01-01	2	12, 21
dateOfBirth	address	17062050	91239123	2	2, 6
dateOfBirth	address	17062050	!@#$!@#$	1	28
dateOfBirth	address	17062050	empty	3	13, 34, 39
dateOfBirth	address	17061850	test address blk 1 #01-01	2	25, 38
dateOfBirth	address	17061850	91239123	3	19, 29, 36
dateOfBirth	address	17061850	!@#$!@#$	2	3, 7
dateOfBirth	address	17061850	empty	2	16, 41
dateOfBirth	address	19950617	test address blk 1 #01-01	2	33, 40
dateOfBirth	address	19950617	91239123	2	26, 31
dateOfBirth	address	19950617	!@#$!@#$	2	20, 35
dateOfBirth	address	19950617	empty	3	4, 8, 15
dateOfBirth	address	empty	test address blk 1 #01-01	3	9, 18, 43
dateOfBirth	address	empty	91239123	2	17, 37
dateOfBirth	address	empty	!@#$!@#$	3	11, 23, 32
dateOfBirth	address	empty	empty	1	24
dateOfBirth	gender	17061995	M	4	1, 10, 22, 27
dateOfBirth	gender	17061995	F	3	5, 30, 42
dateOfBirth	gender	17061995	empty	2	14, 44
dateOfBirth	gender	17062050	M	2	13, 21
dateOfBirth	gender	17062050	F	1	2
dateOfBirth	gender	17062050	empty	5	6, 12, 28, 34, 39
dateOfBirth	gender	17061850	M	3	7, 36, 41
dateOfBirth	gender	17061850	F	4	16, 19, 25, 29
dateOfBirth	gender	17061850	empty	2	3, 38
dateOfBirth	gender	19950617	M	3	4, 26, 40
dateOfBirth	gender	19950617	F	4	8, 15, 33, 35
dateOfBirth	gender	19950617	empty	2	20, 31
dateOfBirth	gender	empty	M	2	18, 23
dateOfBirth	gender	empty	F	2	11, 43
dateOfBirth	gender	empty	empty	5	9, 17, 24, 32, 37
dateOfBirth	hobbiesSports	17061995	TRUE	5	1, 5, 14, 22, 44
dateOfBirth	hobbiesSports	17061995	FALSE	4	10, 27, 30, 42
dateOfBirth	hobbiesSports	17062050	TRUE	4	21, 28, 34, 39
dateOfBirth	hobbiesSports	17062050	FALSE	4	2, 6, 12, 13
dateOfBirth	hobbiesSports	17061850	TRUE	5	3, 19, 29, 38, 41
dateOfBirth	hobbiesSports	17061850	FALSE	4	7, 16, 25, 36
dateOfBirth	hobbiesSports	19950617	TRUE	5	8, 15, 26, 31, 35
dateOfBirth	hobbiesSports	19950617	FALSE	4	4, 20, 33, 40
dateOfBirth	hobbiesSports	empty	TRUE	3	9, 17, 18
dateOfBirth	hobbiesSports	empty	FALSE	6	11, 23, 24, 32, 37, 43
dateOfBirth	hobbiesReading	17061995	TRUE	5	1, 5, 14, 42, 44
dateOfBirth	hobbiesReading	17061995	FALSE	4	10, 22, 27, 30
dateOfBirth	hobbiesReading	17062050	TRUE	3	6, 12, 39
dateOfBirth	hobbiesReading	17062050	FALSE	5	2, 13, 21, 28, 34
dateOfBirth	hobbiesReading	17061850	TRUE	5	16, 19, 25, 36, 38
dateOfBirth	hobbiesReading	17061850	FALSE	4	3, 7, 29, 41
dateOfBirth	hobbiesReading	19950617	TRUE	5	4, 20, 31, 33, 35
dateOfBirth	hobbiesReading	19950617	FALSE	4	8, 15, 26, 40
dateOfBirth	hobbiesReading	empty	TRUE	4	9, 18, 23, 24
dateOfBirth	hobbiesReading	empty	FALSE	5	11, 17, 32, 37, 43
dateOfBirth	hobbiesMusic	17061995	TRUE	6	1, 10, 14, 22, 27, 42
